12	1	0	
9	0	0	
15	3	0	
20	2	0	
8	0	0	
10	0	0	
48	10	2	
16	1	0	
12	1	0	
10	1	0	
25	4	0	
10	1	0	
15	1	0	
8	1	0	
41	10	1	
39	15	1	
14	2	0	
25	5	0	
11	0	0	
27	2	0	
88	6	0	
71	10	1	
15	3	0	
17	1	0	
27	3	1	
10	0	0	
23	1	0	
4	0	0	
44	15	5	
548	64	10	
19	0	0	
27	3	0	
13	3	0	
35	8	0	
19	3	0	
16	0	0	
21	3	1	
17	1	0	
33	5	0	
12	1	0	
35	5	2	
40	5	0	
13	1	0	
34	10	2	
5	0	0	
16	2	0	
17	1	0	
5	0	0	
19	4	1	
11	1	0	
11	1	0	
9	0	0	
17	3	0	
42	5	1	
6	0	0	
27	4	0	
18	1	0	
11	0	0	
48	6	0	
5	1	0	
23	4	0	
19	4	0	
6	0	0	
20	2	0	
12	1	0	
19	5	1	
26	7	1	
13	1	0	
950	949	828	
922	867	567	
915	834	455	
610	449	252	
530	225	66	
950	950	848	
950	927	238	
933	890	718	
950	933	830	
896	816	552	
950	938	783	
950	931	589	
51	16	8	
950	947	883	
950	931	769	
950	941	846	
950	950	949	
233	80	26	
946	922	651	
922	886	539	
930	826	501	
847	524	246	
843	795	641	
950	925	320	
950	945	867	
950	949	917	
950	949	883	
950	917	258	
944	918	745	
933	869	622	
950	920	491	
950	948	926	
265	160	68	
681	628	251	
950	940	753	
950	949	677	
554	446	241	
950	950	736	
948	752	269	
950	949	918	
950	947	863	
785	506	77	
825	610	294	
950	947	933	
950	948	881	
950	950	925	
950	948	337	
912	883	699	
777	677	474	
934	888	771	
